nivel;id_inscripcion;genero;municipio;departamento;aprobo;discapacidad;edad;rango;categoria
Profesional;670.651.300;M;Cali;Valle del Cauca;NO;NO;26;18  A 30;JOVEN
Asistencial;991.184.932;M;Bogota;Bogota;NO;NO;52;51 EN ADELANTE;ADULTO MAYOR
Tecnico;509.841.432;M;Bogota;Bogota;NO;NO;54;51 EN ADELANTE;ADULTO MAYOR
Profesional;158.262.940;F;Pasto;Narino;SI;NO;20;18  A 30;JOVEN
Profesional;47.744.026;M;Popayan;Cauca;NO;NO;35;31 a 40;ADULTO JOVEN
Profesional;432.488.970;F;Ibague;Tolima;NO;NO;32;31 a 40;ADULTO JOVEN
Asistencial;537.254.040;M;Medellin;Antioquia;NO;NO;45;41 A 50;ADULTO
Profesional;365.979.718;F;Bucaramanga;Santander;NO;NO;42;41 A 50;ADULTO
Profesional;567.634.820;F;Manizales;Caldas;NO;NO;36;31 a 40;ADULTO JOVEN
Profesional;732.395.993;M;Bogota;Bogota;NO;NO;48;41 A 50;ADULTO
Asistencial;2.148.676;F;Bogota;Bogota;NO;NO;51;51 EN ADELANTE;ADULTO MAYOR
Asistencial;861.746.100;M;Cali;Valle del Cauca;NO;NO;23;18  A 30;JOVEN
Tecnico;327.967.827;M;Sogamoso;Boyaca;NO;NO;44;41 A 50;ADULTO
Profesional;747.041.070;F;Cartagena De Indias;Bolivar;NO;NO;57;51 EN ADELANTE;ADULTO MAYOR
Profesional;443.994.672;M;Pereira;Risaralda;NO;NO;44;41 A 50;ADULTO
Profesional;802.153.943;F;Ibague;Tolima;NO;NO;53;51 EN ADELANTE;ADULTO MAYOR
Profesional;21.940.312;F;Cartagena De Indias;Bolivar;NO;NO;25;18  A 30;JOVEN
Profesional;447.532.388;M;Bucaramanga;Santander;NO;NO;29;18  A 30;JOVEN
Profesional;265.122.703;M;Bogota;Bogota;SI;NO;52;51 EN ADELANTE;ADULTO MAYOR
Tecnico;328.156.940;F;Monteria;Cordoba;NO;NO;32;31 a 40;ADULTO JOVEN
Tecnico;658.571.184;F;Turbo;Antioquia;NO;NO;47;41 A 50;ADULTO
Asistencial;574.226.312;F;Cartagena De Indias;Bolivar;NO;NO;54;51 EN ADELANTE;ADULTO MAYOR
Profesional;261.215.315;M;Cucuta;Norte de Santander;NO;NO;42;41 A 50;ADULTO
Profesional;581.074.200;F;Pasto;Narino;NO;NO;49;41 A 50;ADULTO
Profesional;64.305.518;M;Pereira;Risaralda;NO;NO;59;51 EN ADELANTE;ADULTO MAYOR
Profesional;632.879.105;M;Bogota;Bogota;NO;NO;24;18  A 30;JOVEN
Tecnico;148.461.950;F;Bogota;Bogota;NO;NO;25;18  A 30;JOVEN
Profesional;983.766.041;F;Bogota;Bogota;NO;NO;38;31 a 40;ADULTO JOVEN
Asistencial;374.972.079;M;Florencia;Caqueta;SI;NO;42;41 A 50;ADULTO
Tecnico;143.978.639;F;Cartagena De Indias;Bolivar;NO;NO;55;51 EN ADELANTE;ADULTO MAYOR
Tecnico;309.420.899;M;Valledupar;Cesar;NO;NO;38;31 a 40;ADULTO JOVEN
Asistencial;458.013.797;F;Bogota;Bogota;NO;NO;53;51 EN ADELANTE;ADULTO MAYOR
Asistencial;36.906.055;M;Bogota;Bogota;NO;NO;52;51 EN ADELANTE;ADULTO MAYOR
Profesional;636.844.214;F;Cali;Valle del Cauca;SI;NO;25;18  A 30;JOVEN
Profesional;933.859.255;F;Cartagena De Indias;Bolivar;NO;NO;39;31 a 40;ADULTO JOVEN
Profesional;534.210.359;M;Medellin;Antioquia;NO;NO;27;18  A 30;JOVEN
Profesional;339.877.912;M;Bogota;Bogota;NO;NO;30;18  A 30;JOVEN
Tecnico;116.313.716;M;Pamplona;Norte de Santander;NO;NO;35;31 a 40;ADULTO JOVEN
Asistencial;477.292.327;F;Bogota;Bogota;NO;NO;55;51 EN ADELANTE;ADULTO MAYOR
Tecnico;692.744.562;F;Cucuta;Norte de Santander;SI;NO;39;31 a 40;ADULTO JOVEN
Profesional;119.733.750;F;Cali;Valle del Cauca;NO;NO;22;18  A 30;JOVEN
Asistencial;896.989.412;F;Bogota;Bogota;NO;NO;45;41 A 50;ADULTO
Tecnico;555.690.847;M;Cali;Valle del Cauca;SI;NO;20;18  A 30;JOVEN
Asistencial;429.487.115;F;Medellin;Antioquia;NO;NO;43;41 A 50;ADULTO
Asistencial;902.450.108;M;Sincelejo;Sucre;NO;NO;31;31 a 40;ADULTO JOVEN
Profesional;920.905.046;F;San Andres;San Andres y Providencia;NO;NO;19;18  A 30;JOVEN
Asistencial;207.255.937;M;Cartagena De Indias;Bolivar;NO;NO;53;51 EN ADELANTE;ADULTO MAYOR
Profesional;481.174.259;M;Cartagena De Indias;Bolivar;NO;NO;22;18  A 30;JOVEN
Tecnico;569.062.624;M;Pereira;Risaralda;NO;NO;19;18  A 30;JOVEN
Profesional;64.578.736;F;Medellin;Antioquia;SI;NO;51;51 EN ADELANTE;ADULTO MAYOR
Profesional;482.538.711;F;Bogota;Bogota;NO;NO;25;18  A 30;JOVEN
Profesional;874.123.667;F;Valledupar;Cesar;NO;NO;38;31 a 40;ADULTO JOVEN
Profesional;590.815.533;M;Palmira;Valle del Cauca;NO;NO;26;18  A 30;JOVEN
Asistencial;580.096.620;F;Valledupar;Cesar;NO;NO;54;51 EN ADELANTE;ADULTO MAYOR
Profesional;417.805.410;F;Cartagena De Indias;Bolivar;NO;NO;42;41 A 50;ADULTO
Profesional;489.540.182;M;Valledupar;Cesar;NO;NO;60;51 EN ADELANTE;ADULTO MAYOR
Profesional;642.403.763;M;Ibague;Tolima;SI;NO;49;41 A 50;ADULTO
Profesional;675.628.920;F;Arauca;Arauca;NO;NO;41;41 A 50;ADULTO
Profesional;900.886.366;F;Bucaramanga;Santander;NO;NO;30;18  A 30;JOVEN
Profesional;103.646.833;F;Bucaramanga;Santander;NO;NO;56;51 EN ADELANTE;ADULTO MAYOR
Profesional;523.289.414;F;Sincelejo;Sucre;NO;NO;45;41 A 50;ADULTO
Profesional;493.053.997;F;Ibague;Tolima;SI;NO;51;51 EN ADELANTE;ADULTO MAYOR
Profesional;926.147.930;F;Medellin;Antioquia;NO;NO;56;51 EN ADELANTE;ADULTO MAYOR
Profesional;449.100.083;F;Bogota;Bogota;NO;NO;41;41 A 50;ADULTO
Tecnico;556.967.484;F;Puerto Asis;Putumayo;NO;NO;29;18  A 30;JOVEN
Tecnico;149.971.097;M;Armenia;Quindio;NO;NO;32;31 a 40;ADULTO JOVEN
Asistencial;717.550.503;M;Monteria;Cordoba;NO;NO;51;51 EN ADELANTE;ADULTO MAYOR
Profesional;664.280.042;M;Monteria;Cordoba;NO;NO;39;31 a 40;ADULTO JOVEN
Asistencial;475.601.756;F;Bogota;Bogota;NO;NO;26;18  A 30;JOVEN
Asistencial;311.218.831;M;Bogota;Bogota;NO;NO;27;18  A 30;JOVEN
Tecnico;97.283.561;F;Arauca;Arauca;NO;NO;37;31 a 40;ADULTO JOVEN
Profesional;454.625.346;M;Armenia;Quindio;NO;NO;59;51 EN ADELANTE;ADULTO MAYOR
Profesional;568.194.358;F;Bogota;Bogota;NO;NO;29;18  A 30;JOVEN
Profesional;515.926.426;M;Barranquilla;Atlantico;NO;NO;53;51 EN ADELANTE;ADULTO MAYOR
Asistencial;819.464.246;F;Tulua;Valle del Cauca;NO;NO;28;18  A 30;JOVEN
Profesional;795.418.500;M;Bogota;Bogota;NO;NO;33;31 a 40;ADULTO JOVEN
Profesional;803.268.712;M;Monteria;Cordoba;NO;NO;47;41 A 50;ADULTO
Profesional;72.210.448;M;Bogota;Bogota;NO;NO;45;41 A 50;ADULTO
Profesional;858.556.216;F;Bogota;Bogota;NO;NO;36;31 a 40;ADULTO JOVEN
Profesional;326.954.368;F;Cartagena De Indias;Bolivar;NO;NO;51;51 EN ADELANTE;ADULTO MAYOR
Profesional;691.033.791;M;Medellin;Antioquia;NO;NO;27;18  A 30;JOVEN
Profesional;181.132.662;M;Bogota;Bogota;NO;SI;29;18  A 30;JOVEN
Asistencial;663.547.158;F;Bogota;Bogota;NO;NO;26;18  A 30;JOVEN
Profesional;979.279.626;M;Bogota;Bogota;NO;NO;20;18  A 30;JOVEN
Profesional;774.152.351;M;Sincelejo;Sucre;NO;NO;38;31 a 40;ADULTO JOVEN
Asistencial;710.266.203;F;Bogota;Bogota;SI;NO;40;31 a 40;ADULTO JOVEN
Asistencial;361.844.491;F;Bogota;Bogota;NO;NO;24;18  A 30;JOVEN
Profesional;22.264.848;M;Bogota;Bogota;NO;NO;56;51 EN ADELANTE;ADULTO MAYOR
Profesional;894.241.811;F;Bogota;Bogota;NO;NO;60;51 EN ADELANTE;ADULTO MAYOR
Profesional;201.216.954;F;Pereira;Risaralda;NO;NO;53;51 EN ADELANTE;ADULTO MAYOR
Tecnico;425.493.588;F;Cali;Valle del Cauca;NO;NO;27;18  A 30;JOVEN
Profesional;872.039.605;M;Cartagena De Indias;Bolivar;NO;NO;60;51 EN ADELANTE;ADULTO MAYOR
Profesional;142.337.374;F;Bogota;Bogota;NO;NO;54;51 EN ADELANTE;ADULTO MAYOR
Profesional;105.446.555;M;Armenia;Quindio;NO;NO;48;41 A 50;ADULTO
Profesional;948.547.156;F;Armenia;Quindio;NO;NO;49;41 A 50;ADULTO
Profesional;548.871.311;F;Manizales;Caldas;NO;NO;37;31 a 40;ADULTO JOVEN
Profesional;872.724.131;F;Armenia;Quindio;NO;NO;59;51 EN ADELANTE;ADULTO MAYOR
Asistencial;634.285.489;M;Bogota;Bogota;NO;NO;60;51 EN ADELANTE;ADULTO MAYOR
Profesional;437.596.862;F;Bogota;Bogota;NO;NO;26;18  A 30;JOVEN
Profesional;393.959.915;M;Monteria;Cordoba;NO;NO;21;18  A 30;JOVEN
Profesional;601.974.300;F;Manizales;Caldas;NO;NO;19;18  A 30;JOVEN
Profesional;18.968.205;F;Bogota;Bogota;NO;NO;38;31 a 40;ADULTO JOVEN
Profesional;837.090.676;M;Barranquilla;Atlantico;NO;NO;22;18  A 30;JOVEN
Profesional;342.221.848;M;Sincelejo;Sucre;NO;NO;40;31 a 40;ADULTO JOVEN
Profesional;759.462.660;M;Bogota;Bogota;NO;NO;31;31 a 40;ADULTO JOVEN
Tecnico;509.318.975;M;Turbo;Antioquia;NO;NO;51;51 EN ADELANTE;ADULTO MAYOR
Profesional;240.102.815;F;Bogota;Bogota;NO;NO;34;31 a 40;ADULTO JOVEN
Profesional;997.018.595;M;Bogota;Bogota;NO;NO;47;41 A 50;ADULTO
Profesional;721.247.161;F;Neiva;Huila;NO;NO;38;31 a 40;ADULTO JOVEN
Asistencial;441.530.752;F;Medellin;Antioquia;NO;NO;27;18  A 30;JOVEN
Tecnico;629.953.643;M;Pasto;Narino;NO;NO;59;51 EN ADELANTE;ADULTO MAYOR
Asistencial;377.618.235;M;Popayan;Cauca;NO;NO;60;51 EN ADELANTE;ADULTO MAYOR
Profesional;991.665.893;F;Bogota;Bogota;NO;NO;51;51 EN ADELANTE;ADULTO MAYOR
Tecnico;976.347.678;F;Bogota;Bogota;NO;NO;52;51 EN ADELANTE;ADULTO MAYOR
Profesional;247.367.713;F;Pasto;Narino;NO;NO;49;41 A 50;ADULTO
Profesional;411.955.708;F;Cartagena De Indias;Bolivar;NO;NO;38;31 a 40;ADULTO JOVEN
Profesional;952.834.339;F;Bogota;Bogota;NO;NO;57;51 EN ADELANTE;ADULTO MAYOR
Profesional;291.495.419;M;Girardot;Cundinamarca;NO;NO;50;41 A 50;ADULTO
Profesional;807.839.083;F;Bogota;Bogota;NO;NO;47;41 A 50;ADULTO
Profesional;455.063.648;M;Barranquilla;Atlantico;NO;NO;37;31 a 40;ADULTO JOVEN
Profesional;214.405.045;F;Cartagena De Indias;Bolivar;NO;NO;42;41 A 50;ADULTO
Tecnico;451.114.043;F;Medellin;Antioquia;NO;NO;53;51 EN ADELANTE;ADULTO MAYOR
Asistencial;312.490.471;M;Cali;Valle del Cauca;NO;NO;48;41 A 50;ADULTO
Profesional;639.741.859;F;Tunja;Boyaca;NO;NO;33;31 a 40;ADULTO JOVEN
Profesional;855.409.500;F;Bogota;Bogota;NO;NO;18;18  A 30;JOVEN
Profesional;174.818.566;F;Cali;Valle del Cauca;NO;NO;50;41 A 50;ADULTO
Tecnico;99.545.549;M;Bogota;Bogota;SI;NO;41;41 A 50;ADULTO
Asistencial;507.677.172;M;Ibague;Tolima;NO;NO;55;51 EN ADELANTE;ADULTO MAYOR
Asistencial;47.664.855;F;Cucuta;Norte de Santander;NO;NO;34;31 a 40;ADULTO JOVEN
Asistencial;910.172.339;F;Ipiales;Narino;NO;NO;20;18  A 30;JOVEN
Profesional;196.563.758;F;Bogota;Bogota;NO;NO;25;18  A 30;JOVEN
Profesional;859.463.411;F;Bogota;Bogota;NO;NO;44;41 A 50;ADULTO
Profesional;309.506.918;M;Bogota;Bogota;NO;NO;31;31 a 40;ADULTO JOVEN
Profesional;189.621.609;M;Florencia;Caqueta;NO;NO;22;18  A 30;JOVEN
Asistencial;632.305.357;F;Bogota;Bogota;NO;NO;38;31 a 40;ADULTO JOVEN
Asistencial;627.000.604;M;Barranquilla;Atlantico;NO;NO;18;18  A 30;JOVEN
Tecnico;818.316.726;M;Bogota;Bogota;NO;NO;43;41 A 50;ADULTO
Tecnico;530.062.359;M;Bogota;Bogota;NO;NO;46;41 A 50;ADULTO
Profesional;630.076.714;F;Medellin;Antioquia;NO;NO;32;31 a 40;ADULTO JOVEN
Profesional;491.655.567;M;Bogota;Bogota;NO;NO;46;41 A 50;ADULTO
Profesional;18.902.323;F;Sincelejo;Sucre;NO;NO;39;31 a 40;ADULTO JOVEN
Profesional;426.541.072;F;Bogota;Bogota;NO;NO;47;41 A 50;ADULTO
Profesional;15.449.935;M;Ibague;Tolima;NO;NO;53;51 EN ADELANTE;ADULTO MAYOR
Profesional;935.268.356;M;Medellin;Antioquia;SI;NO;20;18  A 30;JOVEN
Asistencial;12.364.758;M;San Jose Del Guaviare;Guaviare;NO;NO;37;31 a 40;ADULTO JOVEN
Profesional;565.465.691;F;Santa Marta;Magdalena;NO;NO;24;18  A 30;JOVEN
Asistencial;792.979.029;M;Cucuta;Norte de Santander;NO;NO;36;31 a 40;ADULTO JOVEN
Profesional;111.763.490;M;Valledupar;Cesar;NO;NO;31;31 a 40;ADULTO JOVEN
Asistencial;966.305.078;F;Bogota;Bogota;NO;NO;31;31 a 40;ADULTO JOVEN
Tecnico;275.975.318;F;Cali;Valle del Cauca;NO;NO;48;41 A 50;ADULTO
Tecnico;287.568.042;F;Puerto Carreño;Vichada;NO;NO;20;18  A 30;JOVEN
Profesional;360.216.951;M;Monteria;Cordoba;NO;NO;28;18  A 30;JOVEN
Asistencial;577.307.991;F;Bogota;Bogota;NO;NO;44;41 A 50;ADULTO
Profesional;482.732.377;F;Cucuta;Norte de Santander;NO;NO;51;51 EN ADELANTE;ADULTO MAYOR
Profesional;304.601.820;F;Bucaramanga;Santander;NO;NO;47;41 A 50;ADULTO
Asistencial;668.563.768;M;Bucaramanga;Santander;NO;NO;46;41 A 50;ADULTO
Profesional;924.148.917;F;Neiva;Huila;NO;SI;59;51 EN ADELANTE;ADULTO MAYOR
Asistencial;51.111.247;M;Pereira;Risaralda;NO;NO;29;18  A 30;JOVEN
Asistencial;788.164.084;F;Monteria;Cordoba;NO;NO;44;41 A 50;ADULTO
Profesional;453.799.740;M;Monteria;Cordoba;NO;NO;37;31 a 40;ADULTO JOVEN
Asistencial;353.683.112;M;Girardot;Cundinamarca;NO;NO;49;41 A 50;ADULTO
Profesional;805.616.557;F;Monteria;Cordoba;NO;NO;28;18  A 30;JOVEN
Tecnico;435.960.088;F;Sogamoso;Boyaca;NO;NO;36;31 a 40;ADULTO JOVEN
Asistencial;218.911.952;F;Valledupar;Cesar;NO;NO;21;18  A 30;JOVEN
Profesional;195.999.480;F;Pasto;Narino;NO;NO;21;18  A 30;JOVEN
Profesional;23.318.086;F;Monteria;Cordoba;NO;NO;39;31 a 40;ADULTO JOVEN
Tecnico;292.619.175;F;Pereira;Risaralda;NO;NO;36;31 a 40;ADULTO JOVEN
Profesional;188.664.442;F;Monteria;Cordoba;NO;NO;57;51 EN ADELANTE;ADULTO MAYOR
Profesional;364.150.260;M;Cucuta;Norte de Santander;NO;NO;27;18  A 30;JOVEN
Profesional;729.731.433;M;Monteria;Cordoba;NO;NO;36;31 a 40;ADULTO JOVEN
Profesional;985.542.058;M;Florencia;Caqueta;NO;NO;41;41 A 50;ADULTO
Asistencial;597.971.503;F;Villavicencio;Meta;NO;NO;53;51 EN ADELANTE;ADULTO MAYOR
Asistencial;388.640.629;M;Bogota;Bogota;NO;NO;60;51 EN ADELANTE;ADULTO MAYOR
Profesional;168.583.496;M;Armenia;Quindio;SI;NO;56;51 EN ADELANTE;ADULTO MAYOR
Asistencial;658.471.815;F;Monteria;Cordoba;NO;NO;60;51 EN ADELANTE;ADULTO MAYOR
Asistencial;816.075.044;M;Barranquilla;Atlantico;NO;NO;35;31 a 40;ADULTO JOVEN
Profesional;75.396.652;M;Bogota;Bogota;NO;NO;44;41 A 50;ADULTO
Profesional;635.707.094;F;Medellin;Antioquia;NO;NO;58;51 EN ADELANTE;ADULTO MAYOR
Profesional;734.418.024;M;Sincelejo;Sucre;NO;NO;39;31 a 40;ADULTO JOVEN
Asistencial;185.466.656;F;Bogota;Bogota;NO;NO;31;31 a 40;ADULTO JOVEN
Profesional;107.782.847;F;Cali;Valle del Cauca;NO;NO;27;18  A 30;JOVEN
Profesional;846.679.624;M;Bogota;Bogota;NO;NO;46;41 A 50;ADULTO
Profesional;484.148.279;F;Cali;Valle del Cauca;NO;NO;56;51 EN ADELANTE;ADULTO MAYOR
Profesional;625.333.160;M;Medellin;Antioquia;NO;NO;55;51 EN ADELANTE;ADULTO MAYOR
Profesional;859.506.640;F;Bogota;Bogota;NO;NO;32;31 a 40;ADULTO JOVEN
Profesional;981.694.507;M;Bucaramanga;Santander;NO;NO;47;41 A 50;ADULTO
Profesional;508.811.022;F;Bogota;Bogota;NO;NO;25;18  A 30;JOVEN
Asistencial;627.611.360;M;Barranquilla;Atlantico;NO;NO;39;31 a 40;ADULTO JOVEN
Asistencial;173.458.976;M;Villavicencio;Meta;NO;NO;21;18  A 30;JOVEN
Profesional;455.613.718;F;Sincelejo;Sucre;NO;NO;26;18  A 30;JOVEN
Profesional;343.967.263;F;Bogota;Bogota;NO;NO;27;18  A 30;JOVEN
Profesional;140.824.806;F;Monteria;Cordoba;NO;NO;58;51 EN ADELANTE;ADULTO MAYOR
Profesional;566.672.551;M;Ibague;Tolima;SI;NO;29;18  A 30;JOVEN
Profesional;348.649.843;M;Ibague;Tolima;NO;NO;23;18  A 30;JOVEN
Profesional;497.124.282;M;Pasto;Narino;NO;NO;27;18  A 30;JOVEN
Asistencial;578.351.658;F;Sincelejo;Sucre;NO;NO;55;51 EN ADELANTE;ADULTO MAYOR
Profesional;939.026.970;F;Manizales;Caldas;NO;NO;57;51 EN ADELANTE;ADULTO MAYOR
Tecnico;875.575.201;F;Bogota;Bogota;NO;NO;40;31 a 40;ADULTO JOVEN
Profesional;38.079.467;F;Cali;Valle del Cauca;SI;NO;34;31 a 40;ADULTO JOVEN
Tecnico;345.620.078;M;Tunja;Boyaca;SI;NO;45;41 A 50;ADULTO
Profesional;964.462.829;M;Tulua;Valle del Cauca;NO;NO;51;51 EN ADELANTE;ADULTO MAYOR
Asistencial;937.229.888;M;Manizales;Caldas;SI;NO;59;51 EN ADELANTE;ADULTO MAYOR
Profesional;514.987.536;F;Sincelejo;Sucre;NO;NO;34;31 a 40;ADULTO JOVEN
Profesional;684.774.865;F;Bucaramanga;Santander;NO;NO;31;31 a 40;ADULTO JOVEN
Profesional;802.130.016;M;Turbo;Antioquia;NO;NO;48;41 A 50;ADULTO
Profesional;56.187.266;F;Cali;Valle del Cauca;NO;NO;33;31 a 40;ADULTO JOVEN
Tecnico;887.596.688;F;Monteria;Cordoba;NO;NO;26;18  A 30;JOVEN
Profesional;451.398.040;F;Bogota;Bogota;NO;NO;53;51 EN ADELANTE;ADULTO MAYOR
Profesional;508.963.371;F;Villavicencio;Meta;NO;NO;27;18  A 30;JOVEN
Asistencial;485.427.091;F;Cartagena De Indias;Bolivar;NO;NO;44;41 A 50;ADULTO
Asistencial;687.536.956;M;Sincelejo;Sucre;NO;NO;33;31 a 40;ADULTO JOVEN
Profesional;608.177.824;M;Bogota;Bogota;NO;NO;26;18  A 30;JOVEN
Profesional;648.173.629;M;Ibague;Tolima;NO;NO;54;51 EN ADELANTE;ADULTO MAYOR
Profesional;325.673.164;M;Barrancabermeja;Santander;NO;NO;36;31 a 40;ADULTO JOVEN
Profesional;664.700.178;M;Puerto Carreño;Vichada;NO;NO;18;18  A 30;JOVEN
Profesional;207.825.850;M;Bogota;Bogota;SI;NO;44;41 A 50;ADULTO
Profesional;395.082.604;F;Monteria;Cordoba;NO;NO;53;51 EN ADELANTE;ADULTO MAYOR
Profesional;606.275.773;F;Valledupar;Cesar;NO;NO;39;31 a 40;ADULTO JOVEN
Profesional;301.753.572;M;Bogota;Bogota;NO;NO;44;41 A 50;ADULTO
Asistencial;526.302.145;F;Medellin;Antioquia;NO;NO;58;51 EN ADELANTE;ADULTO MAYOR
Profesional;280.490.510;F;Cali;Valle del Cauca;NO;NO;21;18  A 30;JOVEN
Profesional;130.174.153;F;Bogota;Bogota;NO;NO;21;18  A 30;JOVEN
Profesional;687.464.447;M;Bogota;Bogota;NO;NO;59;51 EN ADELANTE;ADULTO MAYOR
Profesional;693.151.599;F;Cartagena De Indias;Bolivar;NO;NO;46;41 A 50;ADULTO
Tecnico;798.238.503;F;Girardot;Cundinamarca;NO;NO;48;41 A 50;ADULTO
Asistencial;956.234.064;M;Bogota;Bogota;SI;NO;29;18  A 30;JOVEN
Asistencial;331.648.811;M;Buenaventura;Valle del Cauca;NO;NO;48;41 A 50;ADULTO
Profesional;460.172.208;F;Bogota;Bogota;NO;NO;50;41 A 50;ADULTO
Profesional;450.715.177;F;Bogota;Bogota;NO;NO;45;41 A 50;ADULTO
Profesional;129.581.516;M;Cartagena De Indias;Bolivar;NO;NO;48;41 A 50;ADULTO
Asistencial;520.174.653;F;Cucuta;Norte de Santander;NO;NO;54;51 EN ADELANTE;ADULTO MAYOR
Profesional;309.497.367;M;Medellin;Antioquia;NO;NO;31;31 a 40;ADULTO JOVEN
Profesional;311.642.019;M;Quibdo;Choco;NO;NO;55;51 EN ADELANTE;ADULTO MAYOR
Profesional;306.918.920;M;Armenia;Quindio;NO;NO;58;51 EN ADELANTE;ADULTO MAYOR
Asistencial;727.607.004;F;Pasto;Narino;NO;NO;44;41 A 50;ADULTO
Profesional;58.497.430;M;Bogota;Bogota;NO;NO;23;18  A 30;JOVEN
Profesional;256.760.119;M;Cartagena De Indias;Bolivar;NO;NO;45;41 A 50;ADULTO
Profesional;999.647.269;M;Cartagena De Indias;Bolivar;NO;NO;25;18  A 30;JOVEN
Asistencial;414.449.554;F;Sincelejo;Sucre;NO;NO;49;41 A 50;ADULTO
Profesional;881.433.998;M;Medellin;Antioquia;NO;NO;57;51 EN ADELANTE;ADULTO MAYOR
Profesional;529.381.176;F;Bogota;Bogota;SI;NO;39;31 a 40;ADULTO JOVEN
Profesional;655.710.008;F;Turbo;Antioquia;NO;NO;60;51 EN ADELANTE;ADULTO MAYOR
Profesional;569.597.371;F;Cali;Valle del Cauca;NO;NO;19;18  A 30;JOVEN
Profesional;209.503.622;F;Yopal;Casanare;NO;NO;30;18  A 30;JOVEN
Asistencial;576.931.993;F;Santa Marta;Magdalena;SI;NO;32;31 a 40;ADULTO JOVEN
Asistencial;756.983.147;M;Medellin;Antioquia;NO;NO;54;51 EN ADELANTE;ADULTO MAYOR
Profesional;740.213.645;F;Cartagena De Indias;Bolivar;SI;NO;25;18  A 30;JOVEN
Profesional;213.250.617;M;Tulua;Valle del Cauca;NO;NO;40;31 a 40;ADULTO JOVEN
Profesional;822.547.385;M;Bogota;Bogota;NO;NO;46;41 A 50;ADULTO
Profesional;465.649.968;M;Barranquilla;Atlantico;NO;NO;49;41 A 50;ADULTO
Profesional;774.624.435;F;Barranquilla;Atlantico;NO;NO;50;41 A 50;ADULTO
Asistencial;705.496.431;F;Cali;Valle del Cauca;NO;NO;42;41 A 50;ADULTO
Profesional;762.801.510;M;Sincelejo;Sucre;NO;NO;40;31 a 40;ADULTO JOVEN
Tecnico;288.747.483;F;Yopal;Casanare;NO;NO;22;18  A 30;JOVEN
Profesional;500.766.191;F;Bogota;Bogota;SI;NO;29;18  A 30;JOVEN
Asistencial;134.998.295;F;Bucaramanga;Santander;NO;NO;40;31 a 40;ADULTO JOVEN
Profesional;626.783.681;M;Medellin;Antioquia;NO;NO;19;18  A 30;JOVEN
Profesional;623.057.881;F;Monteria;Cordoba;NO;NO;34;31 a 40;ADULTO JOVEN
Profesional;711.088.833;F;Valledupar;Cesar;SI;NO;21;18  A 30;JOVEN
Profesional;213.593.414;M;Buenaventura;Valle del Cauca;NO;NO;53;51 EN ADELANTE;ADULTO MAYOR
Asistencial;744.258.528;F;Cartagena De Indias;Bolivar;NO;NO;55;51 EN ADELANTE;ADULTO MAYOR
Asistencial;143.819.763;F;Cali;Valle del Cauca;NO;NO;30;18  A 30;JOVEN
Asistencial;265.789.796;F;Monteria;Cordoba;NO;NO;40;31 a 40;ADULTO JOVEN
Profesional;715.824.406;F;Bogota;Bogota;NO;NO;21;18  A 30;JOVEN
Profesional;100.266.019;F;Monteria;Cordoba;NO;NO;52;51 EN ADELANTE;ADULTO MAYOR
Profesional;588.903.076;F;Palmira;Valle del Cauca;NO;NO;43;41 A 50;ADULTO
Asistencial;569.337.288;M;Bucaramanga;Santander;NO;NO;39;31 a 40;ADULTO JOVEN
Profesional;529.095.932;M;Quibdo;Choco;NO;NO;22;18  A 30;JOVEN
Asistencial;97.571.227;M;Buenaventura;Valle del Cauca;NO;NO;44;41 A 50;ADULTO
Profesional;167.031.055;F;Tunja;Boyaca;NO;NO;42;41 A 50;ADULTO
Profesional;388.081.798;F;Monteria;Cordoba;NO;NO;25;18  A 30;JOVEN
Profesional;261.570.621;F;Pasto;Narino;NO;NO;42;41 A 50;ADULTO
Asistencial;515.117.809;F;Bogota;Bogota;NO;NO;38;31 a 40;ADULTO JOVEN
Tecnico;210.530.933;F;Bucaramanga;Santander;NO;NO;47;41 A 50;ADULTO
Tecnico;842.717.764;M;Cartagena De Indias;Bolivar;NO;NO;51;51 EN ADELANTE;ADULTO MAYOR
Profesional;292.070.396;F;Bogota;Bogota;NO;NO;22;18  A 30;JOVEN
Profesional;302.149.453;M;Sogamoso;Boyaca;NO;NO;26;18  A 30;JOVEN
Asistencial;486.187.829;F;Bogota;Bogota;NO;NO;54;51 EN ADELANTE;ADULTO MAYOR
Tecnico;122.144.495;M;Bogota;Bogota;NO;NO;24;18  A 30;JOVEN
Profesional;264.335.315;F;Tulua;Valle del Cauca;SI;NO;32;31 a 40;ADULTO JOVEN
Profesional;783.489.751;F;Bogota;Bogota;NO;NO;34;31 a 40;ADULTO JOVEN
Profesional;86.185.920;F;Armenia;Quindio;NO;NO;18;18  A 30;JOVEN
Profesional;787.099.667;F;Cartagena De Indias;Bolivar;SI;NO;24;18  A 30;JOVEN
Asistencial;188.909.436;F;Valledupar;Cesar;NO;NO;43;41 A 50;ADULTO
Asistencial;760.649.525;F;Popayan;Cauca;NO;NO;39;31 a 40;ADULTO JOVEN
Profesional;669.830.826;M;Cali;Valle del Cauca;NO;NO;48;41 A 50;ADULTO
Profesional;501.839.276;F;Bucaramanga;Santander;NO;NO;32;31 a 40;ADULTO JOVEN
